year,number,month,state
2006,16,Abril,Rio de Janeiro
2007,31,Abril,Rio de Janeiro
2008,2,Abril,Rio de Janeiro
2009,8,Abril,Rio de Janeiro
2010,6,Abril,Rio de Janeiro
2011,4,Abril,Rio de Janeiro
2012,5,Abril,Rio de Janeiro
2013,4,Abril,Rio de Janeiro
2014,9,Abril,Rio de Janeiro
2015,8,Abril,Rio de Janeiro
2016,40,Abril,Rio de Janeiro
2017,11,Abril,Rio de Janeiro
2018,2,Abril,Rio de Janeiro
2019,0,Abril,Rio de Janeiro
2020,10,Abril,Rio de Janeiro
2021,0,Abril,Rio de Janeiro
1998,0,Maio,Rio de Janeiro
1999,7,Maio,Rio de Janeiro
2000,5,Maio,Rio de Janeiro
2001,4,Maio,Rio de Janeiro
2002,4,Maio,Rio de Janeiro
2003,32,Maio,Rio de Janeiro
2004,13,Maio,Rio de Janeiro
2005,25,Maio,Rio de Janeiro
2006,56,Maio,Rio de Janeiro
2007,29,Maio,Rio de Janeiro
2008,33,Maio,Rio de Janeiro
2009,40,Maio,Rio de Janeiro
2010,23,Maio,Rio de Janeiro
2011,15,Maio,Rio de Janeiro
2012,12,Maio,Rio de Janeiro
2013,14,Maio,Rio de Janeiro
2014,13,Maio,Rio de Janeiro
2015,16,Maio,Rio de Janeiro
2016,24,Maio,Rio de Janeiro
2017,16,Maio,Rio de Janeiro
2018,7,Maio,Rio de Janeiro
2019,18,Maio,Rio de Janeiro
2020,26,Maio,Rio de Janeiro
2021,0,Maio,Rio de Janeiro
1998,3,Junho,Rio de Janeiro
1999,8,Junho,Rio de Janeiro
2000,14,Junho,Rio de Janeiro
2001,13,Junho,Rio de Janeiro
2002,13,Junho,Rio de Janeiro
2003,155,Junho,Rio de Janeiro
2004,55,Junho,Rio de Janeiro
2005,51,Junho,Rio de Janeiro
2006,148,Junho,Rio de Janeiro
2007,46,Junho,Rio de Janeiro
2008,29,Junho,Rio de Janeiro
2009,46,Junho,Rio de Janeiro
2010,109,Junho,Rio de Janeiro
2011,45,Junho,Rio de Janeiro
2012,11,Junho,Rio de Janeiro
2013,21,Junho,Rio de Janeiro
2014,39,Junho,Rio de Janeiro
2015,21,Junho,Rio de Janeiro
2016,30,Junho,Rio de Janeiro
2017,41,Junho,Rio de Janeiro
2018,32,Junho,Rio de Janeiro
2019,47,Junho,Rio de Janeiro
2020,40,Junho,Rio de Janeiro
2021,0,Junho,Rio de Janeiro
1998,21,Julho,Rio de Janeiro
1999,14,Julho,Rio de Janeiro
2000,22,Julho,Rio de Janeiro
2001,57,Julho,Rio de Janeiro
2002,52,Julho,Rio de Janeiro
2003,235,Julho,Rio de Janeiro
2004,51,Julho,Rio de Janeiro
2005,59,Julho,Rio de Janeiro
2006,301,Julho,Rio de Janeiro
2007,134,Julho,Rio de Janeiro
2008,136,Julho,Rio de Janeiro
2009,67,Julho,Rio de Janeiro
2010,108,Julho,Rio de Janeiro
2011,122,Julho,Rio de Janeiro
2012,62,Julho,Rio de Janeiro
2013,60,Julho,Rio de Janeiro
2014,44,Julho,Rio de Janeiro
2015,67,Julho,Rio de Janeiro
2016,127,Julho,Rio de Janeiro
2017,59,Julho,Rio de Janeiro
2018,74,Julho,Rio de Janeiro
2019,141,Julho,Rio de Janeiro
2020,131,Julho,Rio de Janeiro
2021,0,Julho,Rio de Janeiro
1998,21,Agosto,Rio de Janeiro
1999,89,Agosto,Rio de Janeiro
2000,34,Agosto,Rio de Janeiro
2001,127,Agosto,Rio de Janeiro
2002,251,Agosto,Rio de Janeiro
2003,250,Agosto,Rio de Janeiro
2004,151,Agosto,Rio de Janeiro
2005,243,Agosto,Rio de Janeiro
2006,322,Agosto,Rio de Janeiro
2007,330,Agosto,Rio de Janeiro
2008,134,Agosto,Rio de Janeiro
2009,95,Agosto,Rio de Janeiro
2010,355,Agosto,Rio de Janeiro
2011,223,Agosto,Rio de Janeiro
2012,76,Agosto,Rio de Janeiro
2013,83,Agosto,Rio de Janeiro
2014,185,Agosto,Rio de Janeiro
2015,141,Agosto,Rio de Janeiro
2016,219,Agosto,Rio de Janeiro
2017,124,Agosto,Rio de Janeiro
2018,29,Agosto,Rio de Janeiro
2019,157,Agosto,Rio de Janeiro
2020,162,Agosto,Rio de Janeiro
2021,0,Agosto,Rio de Janeiro
1998,44,Setembro,Rio de Janeiro
1999,192,Setembro,Rio de Janeiro
2000,16,Setembro,Rio de Janeiro
2001,60,Setembro,Rio de Janeiro
2002,81,Setembro,Rio de Janeiro
2003,224,Setembro,Rio de Janeiro
2004,338,Setembro,Rio de Janeiro
2005,67,Setembro,Rio de Janeiro
2006,243,Setembro,Rio de Janeiro
2007,422,Setembro,Rio de Janeiro
2008,177,Setembro,Rio de Janeiro
2009,94,Setembro,Rio de Janeiro
2010,361,Setembro,Rio de Janeiro
2011,504,Setembro,Rio de Janeiro
2012,173,Setembro,Rio de Janeiro
2013,118,Setembro,Rio de Janeiro
2014,315,Setembro,Rio de Janeiro
2015,74,Setembro,Rio de Janeiro
2016,177,Setembro,Rio de Janeiro
2017,439,Setembro,Rio de Janeiro
2018,65,Setembro,Rio de Janeiro
2019,208,Setembro,Rio de Janeiro
2020,237,Setembro,Rio de Janeiro
2021,0,Setembro,Rio de Janeiro
1998,6,Outubro,Rio de Janeiro
1999,30,Outubro,Rio de Janeiro
2000,25,Outubro,Rio de Janeiro
2001,33,Outubro,Rio de Janeiro
2002,332,Outubro,Rio de Janeiro
2003,117,Outubro,Rio de Janeiro
2004,40,Outubro,Rio de Janeiro
2005,168,Outubro,Rio de Janeiro
2006,34,Outubro,Rio de Janeiro
2007,295,Outubro,Rio de Janeiro
2008,59,Outubro,Rio de Janeiro
2009,20,Outubro,Rio de Janeiro
2010,43,Outubro,Rio de Janeiro
2011,109,Outubro,Rio de Janeiro
2012,162,Outubro,Rio de Janeiro
2013,37,Outubro,Rio de Janeiro
2014,473,Outubro,Rio de Janeiro
2015,78,Outubro,Rio de Janeiro
2016,28,Outubro,Rio de Janeiro
2017,182,Outubro,Rio de Janeiro
2018,13,Outubro,Rio de Janeiro
2019,70,Outubro,Rio de Janeiro
2020,52,Outubro,Rio de Janeiro
2021,0,Outubro,Rio de Janeiro
1998,6,Novembro,Rio de Janeiro
1999,16,Novembro,Rio de Janeiro
2000,2,Novembro,Rio de Janeiro
2001,4,Novembro,Rio de Janeiro
2002,17,Novembro,Rio de Janeiro
2003,10,Novembro,Rio de Janeiro
2004,60,Novembro,Rio de Janeiro
2005,18,Novembro,Rio de Janeiro
2006,7,Novembro,Rio de Janeiro
2007,12,Novembro,Rio de Janeiro
2008,2,Novembro,Rio de Janeiro
2009,31,Novembro,Rio de Janeiro
2010,26,Novembro,Rio de Janeiro
2011,15,Novembro,Rio de Janeiro
2012,12,Novembro,Rio de Janeiro
2013,26,Novembro,Rio de Janeiro
2014,31,Novembro,Rio de Janeiro
2015,3,Novembro,Rio de Janeiro
2016,17,Novembro,Rio de Janeiro
2017,39,Novembro,Rio de Janeiro
2018,2,Novembro,Rio de Janeiro
2019,5,Novembro,Rio de Janeiro
2020,9,Novembro,Rio de Janeiro
2021,0,Novembro,Rio de Janeiro
1998,1,Dezembro,Rio de Janeiro
1999,0,Dezembro,Rio de Janeiro
2000,0,Dezembro,Rio de Janeiro
2001,2,Dezembro,Rio de Janeiro
2002,14,Dezembro,Rio de Janeiro
2003,12,Dezembro,Rio de Janeiro
2004,16,Dezembro,Rio de Janeiro
2005,6,Dezembro,Rio de Janeiro
2006,2,Dezembro,Rio de Janeiro
2007,4,Dezembro,Rio de Janeiro
2008,9,Dezembro,Rio de Janeiro
2009,8,Dezembro,Rio de Janeiro
2010,10,Dezembro,Rio de Janeiro
2011,5,Dezembro,Rio de Janeiro
2012,8,Dezembro,Rio de Janeiro
2013,6,Dezembro,Rio de Janeiro
2014,16,Dezembro,Rio de Janeiro
2015,5,Dezembro,Rio de Janeiro
2016,5,Dezembro,Rio de Janeiro
2017,4,Dezembro,Rio de Janeiro
2018,13,Dezembro,Rio de Janeiro
2019,6,Dezembro,Rio de Janeiro
2020,4,Dezembro,Rio de Janeiro
2021,0,Dezembro,Rio de Janeiro
1998,0,Janeiro,Rio Grande do Norte
1999,32,Janeiro,Rio Grande do Norte
2000,1,Janeiro,Rio Grande do Norte
2001,2,Janeiro,Rio Grande do Norte
2002,4,Janeiro,Rio Grande do Norte
2003,123,Janeiro,Rio Grande do Norte
2004,43,Janeiro,Rio Grande do Norte
2005,161,Janeiro,Rio Grande do Norte
2006,106,Janeiro,Rio Grande do Norte
2007,78,Janeiro,Rio Grande do Norte
2008,90,Janeiro,Rio Grande do Norte
2009,116,Janeiro,Rio Grande do Norte
2010,37,Janeiro,Rio Grande do Norte
2011,15,Janeiro,Rio Grande do Norte
2012,66,Janeiro,Rio Grande do Norte
2013,23,Janeiro,Rio Grande do Norte
2014,32,Janeiro,Rio Grande do Norte
2015,38,Janeiro,Rio Grande do Norte
2016,13,Janeiro,Rio Grande do Norte
2017,27,Janeiro,Rio Grande do Norte
2018,23,Janeiro,Rio Grande do Norte
2019,20,Janeiro,Rio Grande do Norte
2020,37,Janeiro,Rio Grande do Norte
2021,63,Janeiro,Rio Grande do Norte
1998,0,Fevereiro,Rio Grande do Norte
1999,10,Fevereiro,Rio Grande do Norte
2000,7,Fevereiro,Rio Grande do Norte
2001,0,Fevereiro,Rio Grande do Norte
2002,17,Fevereiro,Rio Grande do Norte
2003,20,Fevereiro,Rio Grande do Norte
2004,8,Fevereiro,Rio Grande do Norte
2005,51,Fevereiro,Rio Grande do Norte
2006,21,Fevereiro,Rio Grande do Norte
2007,11,Fevereiro,Rio Grande do Norte
2008,39,Fevereiro,Rio Grande do Norte
2009,13,Fevereiro,Rio Grande do Norte
2010,20,Fevereiro,Rio Grande do Norte
2011,3,Fevereiro,Rio Grande do Norte
2012,16,Fevereiro,Rio Grande do Norte
2013,26,Fevereiro,Rio Grande do Norte
2014,7,Fevereiro,Rio Grande do Norte
2015,14,Fevereiro,Rio Grande do Norte
2016,2,Fevereiro,Rio Grande do Norte
2017,13,Fevereiro,Rio Grande do Norte
2018,6,Fevereiro,Rio Grande do Norte
2019,5,Fevereiro,Rio Grande do Norte
2020,5,Fevereiro,Rio Grande do Norte
2021,39,Fevereiro,Rio Grande do Norte
1998,0,Março,Rio Grande do Norte
1999,9,Março,Rio Grande do Norte
2000,10,Março,Rio Grande do Norte
2001,0,Março,Rio Grande do Norte
2002,3,Março,Rio Grande do Norte
2003,4,Março,Rio Grande do Norte
2004,0,Março,Rio Grande do Norte
2005,23,Março,Rio Grande do Norte
2006,18,Março,Rio Grande do Norte
2007,5,Março,Rio Grande do Norte
2008,5,Março,Rio Grande do Norte
2009,2,Março,Rio Grande do Norte
2010,28,Março,Rio Grande do Norte
2011,5,Março,Rio Grande do Norte
2012,12,Março,Rio Grande do Norte
2013,7,Março,Rio Grande do Norte
2014,4,Março,Rio Grande do Norte
2015,3,Março,Rio Grande do Norte
2016,2,Março,Rio Grande do Norte
2017,3,Março,Rio Grande do Norte
2018,12,Março,Rio Grande do Norte
2019,2,Março,Rio Grande do Norte
2020,3,Março,Rio Grande do Norte
2021,0,Março,Rio Grande do Norte
1998,0,Abril,Rio Grande do Norte
1999,21,Abril,Rio Grande do Norte
2000,16,Abril,Rio Grande do Norte
2001,10,Abril,Rio Grande do Norte
2002,0,Abril,Rio Grande do Norte
2003,1,Abril,Rio Grande do Norte
2004,3,Abril,Rio Grande do Norte
2005,3,Abril,Rio Grande do Norte
2006,4,Abril,Rio Grande do Norte
2007,6,Abril,Rio Grande do Norte
2008,3,Abril,Rio Grande do Norte
2009,5,Abril,Rio Grande do Norte
2010,9,Abril,Rio Grande do Norte
2011,0,Abril,Rio Grande do Norte
2012,4,Abril,Rio Grande do Norte
2013,8,Abril,Rio Grande do Norte
2014,2,Abril,Rio Grande do Norte
2015,5,Abril,Rio Grande do Norte
2016,2,Abril,Rio Grande do Norte
2017,6,Abril,Rio Grande do Norte
2018,3,Abril,Rio Grande do Norte
2019,1,Abril,Rio Grande do Norte
2020,2,Abril,Rio Grande do Norte
2021,0,Abril,Rio Grande do Norte
1998,0,Maio,Rio Grande do Norte
1999,1,Maio,Rio Grande do Norte
2000,3,Maio,Rio Grande do Norte
2001,56,Maio,Rio Grande do Norte
2002,6,Maio,Rio Grande do Norte
2003,6,Maio,Rio Grande do Norte
2004,5,Maio,Rio Grande do Norte
2005,5,Maio,Rio Grande do Norte
2006,4,Maio,Rio Grande do Norte
2007,12,Maio,Rio Grande do Norte
2008,2,Maio,Rio Grande do Norte
2009,0,Maio,Rio Grande do Norte
2010,2,Maio,Rio Grande do Norte
2011,2,Maio,Rio Grande do Norte
2012,17,Maio,Rio Grande do Norte
2013,2,Maio,Rio Grande do Norte
2014,1,Maio,Rio Grande do Norte
2015,4,Maio,Rio Grande do Norte
2016,1,Maio,Rio Grande do Norte
2017,2,Maio,Rio Grande do Norte
2018,1,Maio,Rio Grande do Norte
2019,0,Maio,Rio Grande do Norte
2020,0,Maio,Rio Grande do Norte
2021,0,Maio,Rio Grande do Norte
1998,1,Junho,Rio Grande do Norte
1999,4,Junho,Rio Grande do Norte
2000,9,Junho,Rio Grande do Norte
2001,13,Junho,Rio Grande do Norte
2002,1,Junho,Rio Grande do Norte
2003,12,Junho,Rio Grande do Norte
2004,9,Junho,Rio Grande do Norte
2005,2,Junho,Rio Grande do Norte
2006,1,Junho,Rio Grande do Norte
2007,1,Junho,Rio Grande do Norte
2008,2,Junho,Rio Grande do Norte
2009,0,Junho,Rio Grande do Norte
2010,2,Junho,Rio Grande do Norte
2011,0,Junho,Rio Grande do Norte
2012,5,Junho,Rio Grande do Norte
2013,2,Junho,Rio Grande do Norte
2014,1,Junho,Rio Grande do Norte
2015,6,Junho,Rio Grande do Norte
2016,5,Junho,Rio Grande do Norte
2017,2,Junho,Rio Grande do Norte
2018,6,Junho,Rio Grande do Norte
2019,1,Junho,Rio Grande do Norte
2020,1,Junho,Rio Grande do Norte
2021,0,Junho,Rio Grande do Norte
